open_time,open_price,high_price,low_price,close_price,volume,close_time,quote_asset_volume,taker_buy_asset_volume,taker_buy_quote_volume,number_of_trades,privious_close_price,privious_open_price,price,price_change
2017-08-17 05:00:00,4261.48000000,4261.48000000,4261.48000000,4261.48000000,1.77518300,2017-08-17 05:00:59.999,7564.90685084,3,0.07518300,320.39085084,4261.48000000,4261.48000000,4261.48,0.0
2017-08-17 05:01:00,4261.48000000,4261.48000000,4261.48000000,4261.48000000,0.00000000,2017-08-17 05:01:59.999,0.00000000,0,0.00000000,0.00000000,4261.48000000,4261.48000000,4261.48,0.0
2017-08-17 05:02:00,4280.56000000,4280.56000000,4280.56000000,4280.56000000,0.26107400,2017-08-17 05:02:59.999,1117.54292144,2,0.26107400,1117.54292144,4261.48000000,4261.48000000,4280.56,0.0
